,LandContour,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,Remodel,Garage_Remodel,LotArea,MasVnrArea,OpenPorchSF,WoodDeckSF,LotFrontage,GrLivArea,TotalBsmtArea,2ndFlrSF,AgeOfHouse,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Lotshape_1.0,Lotconfig_CulDSac,Lotconfig_FR,Lotconfig_Inside,NormCond_Yes,MasVnrTyp_None,MasVnrTyp_Stone,Electric_SBrkr,IsHalfBath_Yes,Saletype_Other,Saletype_Warranty,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SalePrice
864,1.0,7,5,2.0,2.0,4.0,1.0,1.0,4.0,0.0,2,3,2.0,0,0.0,3.0,2.0,3.0,1,1,0.0,-0.8053179962652529,1.2261835693025092,-0.9489599713609932,0.17999823357656036,0.0,0.7450614549144362,-0.8650510624731955,-1.5486425650247084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,250580
865,1.0,5,6,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1,3,1.0,0,0.0,1.0,2.0,3.0,0,1,0.0,1.0596467671829273,-1.080224217623321,-0.9489599713609932,0.22568409733476888,0.0,-0.05174069021510176,-0.8650510624731955,0.35771770764621624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,148500
866,3.0,8,5,2.0,2.0,3.0,3.0,1.0,4.0,0.0,2,3,2.0,1,4.0,2.0,3.0,3.0,1,1,0.0,1.309065618858114,0.9559667569135749,1.0836681742004652,-0.05261732985750669,0.0,1.2849223645344976,-0.8650510624731955,-1.5486425650247084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,248900
867,1.0,4,5,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1,3,0.0,0,0.0,2.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,1.0423045793970598,0.7544781619766616,0.0,0.033079857374000335,-0.8650510624731955,0.5375239811860092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,129000
868,1.0,5,6,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2,2,1.0,1,3.0,1.0,2.0,3.0,1,1,0.0,-0.8053179962652529,1.2399024953745752,0.9362451299095873,-0.19574872684078917,0.0,-3.01985803315077,1.1510795920257373,0.8111109758260834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,169000
869,1.0,7,5,2.0,2.0,3.0,1.0,6.0,4.0,1.0,2,3,2.0,1,3.0,3.0,2.0,3.0,1,0,0.0,1.2910874275095048,1.012458469538839,1.0191698934184101,0.5382987081290672,0.0,0.05527340011120211,1.1901897011789324,-0.3831501620893448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,236000
870,1.0,5,5,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1,2,1.0,0,0.0,1.0,1.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-0.2972879734619184,-0.8650510624731955,0.5618452967701777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,109500
871,1.0,6,5,1.0,2.0,3.0,1.0,6.0,4.0,0.0,2,3,2.0,0,0.0,2.0,2.0,3.0,0,0,0.0,1.1509513905834692,0.9376812308169982,-0.9489599713609932,0.0878060953292465,0.0,-0.5075363392378248,1.1883027495622653,-0.6247062578397511,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,200500
872,1.0,5,7,2.0,2.0,2.0,3.0,1.0,3.0,0.0,1,3,2.0,0,0.0,1.0,2.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,1.0900184590467892,0.2711035432656007,0.0,-2.487494104709299,-0.8650510624731955,0.7461555122446845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,116000
873,1.0,5,7,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1,3,1.0,1,4.0,1.0,1.0,3.0,1,0,0.0,-0.8053179962652529,0.4633509017497661,-0.9489599713609932,-0.3911188671483735,0.0,-0.4415327465956343,-0.8650510624731955,0.8533038457965005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,133000
874,1.0,5,6,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1,3,1.0,0,0.0,1.0,1.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,0.4231281438840217,-0.7993211360934872,0.0,-0.8169134348931403,1.0611116707419335,1.0141377134001757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,66500
875,1.0,8,5,2.0,2.0,3.0,3.0,6.0,4.0,0.0,2,4,3.0,1,4.0,3.0,2.0,3.0,0,0,0.0,-0.8053179962652529,1.6971151718981097,1.1082643636819536,0.3162616465872836,0.0,0.34788267208385354,1.275249876720073,-1.7519357100949804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,303477
876,3.0,4,5,1.0,2.0,2.0,4.0,5.0,3.0,1.0,1,3,1.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,1.1303388205322578,0.0,0.086257193732067,-0.8650510624731955,0.48791847248430653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,132250
877,1.0,9,5,2.0,2.0,4.0,1.0,6.0,4.0,1.0,2,4,3.0,1,4.0,3.0,3.0,3.0,1,0,0.0,1.2687243181243344,-1.080224217623321,1.07052954714212,0.2711035432656007,0.0,0.9303863486632932,1.161817462457998,-1.0891617058809788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,350000
878,1.0,5,7,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1,3,2.0,0,0.0,1.0,2.0,3.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,1.0836681742004652,0.8815776651030302,0.0,0.1851773956607799,-0.8650510624731955,0.6095779370051019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,148000
879,1.0,5,8,2.0,3.0,2.0,1.0,5.0,4.0,1.0,1,3,1.0,0,0.0,1.0,1.0,3.0,1,0,0.0,1.0973088542776182,-1.080224217623321,-0.9489599713609932,0.0878060953292465,0.0,-0.36676546468565313,-0.8650510624731955,0.1268996313048318,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,136500
880,1.0,5,5,1.0,2.0,4.0,1.0,5.0,3.0,1.0,1,2,1.0,0,0.0,3.0,2.0,3.0,1,0,0.0,-0.8053179962652529,0.7232967961904754,-0.9489599713609932,-0.3911188671483735,0.0,0.14353394313372844,-0.8650510624731955,-1.401530119792259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,157000
881,1.0,7,5,2.0,3.0,3.0,2.0,2.0,4.0,0.0,2,3,2.0,1,3.0,2.0,2.0,3.0,1,0,0.0,1.1527068789882924,0.5792469155694641,1.0423045793970598,-1.23521246023725,0.0,0.2874448660436185,1.0916315150960147,-0.3831501620893448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,187500
882,1.0,6,5,1.0,2.0,3.0,1.0,1.0,3.0,0.0,2,3,1.0,1,3.0,2.0,2.0,3.0,1,1,0.0,-0.8053179962652529,0.6282564752778701,1.257747571490426,-0.19574872684078917,0.0,-0.49807304076432996,1.1674172201113167,-0.3831501620893448,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,178000
883,2.0,4,5,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,5,1.0,0,0.0,1.0,1.0,3.0,1,1,0.0,-0.8053179962652529,1.3702641432368865,-0.9489599713609932,-0.3911188671483735,0.0,-0.5288712555688952,1.1697941771051799,1.4694839585402273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,118500
884,1.0,5,5,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1,3,1.0,0,0.0,2.0,1.0,3.0,0,0,0.0,1.0043038824407025,-1.080224217623321,-0.9489599713609932,-0.14772661356820452,0.0,-0.3019017607405539,-0.8650510624731955,0.4369513316762373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,100000
885,1.0,9,5,2.0,2.0,4.0,3.0,6.0,4.0,1.0,2,2,2.0,1,3.0,3.0,2.0,3.0,1,0,0.0,1.0043038824407025,0.856912969013199,0.8678308986610012,-0.9054579777892329,0.0,1.4036054309491035,-0.8650510624731955,-0.79827425136826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,328900
886,1.0,5,5,1.0,2.0,2.0,1.0,2.0,4.0,0.0,2,4,1.0,0,0.0,3.0,2.0,3.0,1,1,0.0,1.1612111220236494,0.769080518680185,1.1896156407370109,0.0878060953292465,0.0,1.2610582627885711,-0.8650510624731955,0.5618452967701777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,145000
887,1.0,5,7,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1,3,1.0,0,0.0,1.0,1.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,0.9388924145746835,-0.440820025674001,0.0,-0.4791809362126398,1.08823633328909,0.7016660822607287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,135500
888,1.0,8,6,2.0,3.0,2.0,4.0,5.0,4.0,1.0,2,4,2.0,1,3.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,1.4175601740482842,0.8090700951160956,1.1711300739195318,0.0,2.3914194246030034,-0.8650510624731955,0.3028640353419011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,268000
889,1.0,6,4,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1,2,1.0,1,3.0,2.0,2.0,3.0,0,0,0.0,1.0973088542776182,-1.080224217623321,-0.9489599713609932,2.42791524167327,0.0,1.0179327123080115,-0.8650510624731955,0.7680377673825345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,149500
890,1.0,5,7,1.0,3.0,2.0,2.0,1.0,4.0,0.0,1,3,1.0,1,1.0,1.0,2.0,3.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-0.8268024704391742,0.9369590258636632,0.8111109758260834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,122900
891,1.0,6,5,1.0,2.0,2.0,1.0,2.0,3.0,0.0,2,3,1.0,1,3.0,2.0,2.0,3.0,0,0,0.0,1.1020900091134087,-1.080224217623321,1.1556299782805632,0.0878060953292465,0.0,-0.2421186123187655,1.1625586514161488,0.1268996313048318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,172500
892,1.0,6,8,1.0,2.0,2.0,1.0,6.0,2.0,0.0,1,3,1.0,0,0.0,2.0,1.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,1.0836681742004652,0.0878060953292465,0.0,0.07520313998559766,-0.8650510624731955,0.4626112830548789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,154500
893,1.0,5,5,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1,3,1.0,1,4.0,1.0,1.0,3.0,0,0,0.0,-0.8053179962652529,1.1348805985825474,1.374319095533094,0.17999823357656036,0.0,0.7678693286279438,-0.8650510624731955,0.7240339639309391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,165000
894,2.0,5,5,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2,4,1.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.19574872684078917,0.0,-3.01985803315077,-0.8650510624731955,0.09566501983231118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,118858
895,1.0,6,5,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1,4,1.0,1,3.0,2.0,2.0,3.0,0,0,0.0,1.3738195004890004,0.7328018802249253,-0.9489599713609932,0.13404070712035068,0.0,-0.5645621261016569,1.1739885097383653,0.5128854304294194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,140000
896,1.0,4,6,1.0,2.0,2.0,1.0,5.0,4.0,0.0,1,2,1.0,0,0.0,1.0,1.0,3.0,1,0,0.0,-0.8053179962652529,0.4633509017497661,-0.9489599713609932,-0.9054579777892329,0.0,-0.16683624928432375,-0.8650510624731955,1.0525492637535785,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,106500
897,1.0,5,5,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2,6,1.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,1.0151287552784238,-0.19574872684078917,0.0,-3.01985803315077,1.2326506042556682,0.09566501983231118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,142953
898,1.0,9,5,3.0,2.0,4.0,4.0,6.0,4.0,1.0,2,2,3.0,2,4.0,3.0,3.0,3.0,1,0,0.0,1.4565553031294944,0.8713260101044387,-0.9489599713609932,1.372387206286044,0.0,2.598529981186161,-0.8650510624731955,-1.5486425650247084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,611657
899,1.0,5,7,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1,3,1.0,1,3.0,1.0,1.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.14772661356820452,0.0,-0.25587732507923167,-0.8650510624731955,0.5128854304294194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,135000
900,1.0,4,6,1.0,2.0,2.0,1.0,5.0,2.0,0.0,1,2,1.0,0,0.0,1.0,1.0,3.0,0,1,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,0.22568409733476888,0.0,-0.38073169695996434,-0.8650510624731955,0.27477638959340844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,110000
901,1.0,5,7,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1,2,1.0,0,0.0,1.0,1.0,3.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.19574872684078917,0.0,-0.07419258712975152,-0.8650510624731955,0.6790444849282439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,153000
902,1.0,7,5,2.0,2.0,3.0,1.0,1.0,4.0,0.0,2,3,2.0,1,4.0,3.0,2.0,3.0,0,0,0.0,-0.8053179962652529,0.9251041528586731,-0.9489599713609932,-0.24409166044881137,0.0,-0.5574105374983563,1.1462582549558837,-1.2820677399078446,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,180000
903,3.0,7,5,2.0,2.0,3.0,1.0,1.0,4.0,0.0,2,3,2.0,1,4.0,2.0,3.0,3.0,0,0,0.0,0.7927517131485801,0.8189201173915175,0.9940395851756616,-0.9054579777892329,0.0,1.3483507576711542,-0.8650510624731955,-1.7519357100949804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,240000
904,1.0,5,6,1.0,2.0,2.0,1.0,6.0,2.0,0.0,1,3,1.0,0,0.0,1.0,1.0,3.0,0,0,0.0,1.0566295665538006,-1.080224217623321,-0.9489599713609932,0.17999823357656036,0.0,-0.3389043385694844,-0.8650510624731955,0.38451912551079387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,125500
